,0
173,103.93251700680273
174,104.51301587301587
175,105.11673469387755
176,105.72045351473923
177,106.3241723356009
178,106.92789115646258
179,107.53160997732427
180,108.11210884353741
181,108.71582766439909
182,109.31954648526077
183,109.92326530612245
184,110.52698412698413
185,111.1307029478458
186,111.73442176870748
187,112.33814058956916
188,112.94185941043084
189,113.54557823129252
190,114.12607709750567
191,114.72979591836734
192,115.31029478458049
193,115.91401360544218
194,116.51773242630385
195,117.12145124716554
196,117.72517006802721
197,118.32888888888888
198,118.93260770975057
199,119.51310657596372
200,120.11682539682539
201,120.72054421768708
202,121.32426303854875
203,121.92798185941044
204,122.53170068027211
205,123.11219954648526
206,123.71591836734694
207,124.31963718820862
208,124.92335600907029
209,125.52707482993198
210,126.13079365079365
211,126.7112925170068
212,127.31501133786848
213,127.91873015873016
214,128.52244897959184
215,129.12616780045352
216,129.7298866213152
217,130.31038548752835
218,130.91410430839002
219,131.5178231292517
220,132.12154195011337
221,132.72526077097507
222,133.32897959183674
223,133.93269841269841
224,134.51319727891158
225,135.11691609977325
226,135.72063492063492
227,136.3243537414966
228,136.92807256235827
229,137.53179138321997
230,138.13551020408164
231,138.71600907029477
232,139.31972789115648
233,139.92344671201815
234,140.52716553287982
235,141.1308843537415
236,141.73460317460317
237,142.33832199546487
238,142.94204081632654
239,143.52253968253967
240,144.12625850340137
241,144.72997732426305
242,145.33369614512472
243,145.91419501133788
244,146.51791383219955
245,147.12163265306123
246,147.7253514739229
247,148.32907029478457
248,148.93278911564627
249,149.5132879818594
250,150.11700680272108
251,150.72072562358278
252,151.32444444444445
253,151.92816326530613
254,152.5318820861678
255,153.11238095238096
256,153.71609977324263
257,154.3198185941043
258,154.92353741496598
259,155.52725623582765
260,156.13097505668935
261,156.73469387755102
262,157.3384126984127
263,157.91891156462586
264,158.52263038548753
265,159.1263492063492
266,159.73006802721088
267,160.33378684807255
268,160.9142857142857
269,161.51800453514738
270,162.12172335600906
271,162.72544217687076
272,163.32916099773243
273,163.9328798185941
274,164.53659863945578
275,165.14031746031745
276,165.7208163265306
277,166.32453514739228
278,166.92825396825396
279,167.53197278911566
280,168.13569160997733
281,168.739410430839
282,169.34312925170067
283,169.92362811791384
284,170.5273469387755
285,171.13106575963718
286,171.73478458049885
287,172.33850340136055
288,172.9190022675737
289,173.52272108843536
290,174.12643990929706
291,174.73015873015873
292,175.3338775510204
293,175.93759637188208
294,176.54131519274375
295,177.12181405895691
296,177.7255328798186
297,178.32925170068026
298,178.93297052154196
299,179.5134693877551
300,180.11718820861677
301,180.72090702947847
302,181.32462585034014
303,181.9283446712018
304,182.50884353741498
305,183.11256235827665
306,183.71628117913832
307,184.32
308,184.92371882086167
309,185.52743764172337
310,186.13115646258504
311,186.71165532879817
312,187.31537414965987
313,187.91909297052155
314,188.52281179138322
315,189.1265306122449
316,189.73024943310656
317,190.33396825396827
318,190.93768707482994
319,191.51818594104307
320,192.12190476190477
321,192.72562358276645
322,193.32934240362812
323,193.90984126984128
324,194.51356009070295
325,195.11727891156463
326,195.7209977324263
327,196.32471655328797
328,196.90521541950113
329,197.53215419501134
330,198.13587301587302
331,198.71637188208618
332,199.32009070294785
333,199.92380952380952
334,200.5275283446712
335,201.10802721088436
336,201.71174603174603
337,202.3154648526077
338,202.91918367346938
339,203.52290249433108
340,204.12662131519275
341,204.73034013605442
342,205.3340589569161
343,205.91455782312926
344,206.51827664399093
345,207.14521541950114
346,207.74893424036281
347,208.32943310657598
348,208.93315192743765
349,209.53687074829932
350,210.140589569161
351,210.72108843537416
352,211.34802721088437
353,211.95174603174604
354,212.5554648526077
355,213.13596371882088
356,213.73968253968255
357,214.34340136054422
358,214.9471201814059
359,215.55083900226757
360,216.13133786848073
361,216.7350566893424
362,217.33877551020407
363,217.94249433106575
364,218.54621315192745
365,219.14993197278912
366,219.7536507936508
367,220.33414965986395
368,220.93786848072563
369,221.5415873015873
370,222.14530612244897
371,222.74902494331064
372,223.3295238095238
373,223.93324263038548
374,224.53696145124715
375,225.14068027210885
376,225.721179138322
377,226.3248979591837
378,226.92861678004536
379,227.53233560090703
